,Description,Category,Duration (seconds),URL
238,A band saw operating with switch on and off.,,192,http://bbcsfx.acropolis.org.uk/assets/07010160.wav
239,A band saw operating.,,213,http://bbcsfx.acropolis.org.uk/assets/07010194.wav
240,A belt sander operating with switch on and off.,,103,http://bbcsfx.acropolis.org.uk/assets/07010156.wav
241,A blizzard.,,154,http://bbcsfx.acropolis.org.uk/assets/07047160.wav
242,A blizzard.,,373,http://bbcsfx.acropolis.org.uk/assets/07005201.wav
243,"A blowlamp re-lit, runs with pumping from 19""",,138,http://bbcsfx.acropolis.org.uk/assets/07002035.wav
244,A blowlamp turned off.,,13,http://bbcsfx.acropolis.org.uk/assets/07002036.wav
245,A bucket dropped three times.,,18,http://bbcsfx.acropolis.org.uk/assets/07002106.wav
246,"A carrot and beetroot washing machine switched on, runs, switched off.",,196,http://bbcsfx.acropolis.org.uk/assets/07002312.wav
247,A cat (outdoor background),,232,http://bbcsfx.acropolis.org.uk/assets/07011207.wav
248,A cat eating.,,115,http://bbcsfx.acropolis.org.uk/assets/07011197.wav
249,A cat mewing and purring (indoors with background),,222,http://bbcsfx.acropolis.org.uk/assets/07011206.wav
250,A cat miaowing and purring.,,52,http://bbcsfx.acropolis.org.uk/assets/07011193.wav
251,A cat miaowing.,,120,http://bbcsfx.acropolis.org.uk/assets/07011191.wav
252,A cat with kittens.,,57,http://bbcsfx.acropolis.org.uk/assets/07011192.wav
253,A chain bolt.,,15,http://bbcsfx.acropolis.org.uk/assets/07011077.wav
254,A circular saw operating.,,252,http://bbcsfx.acropolis.org.uk/assets/07010201.wav
255,"A coach and four, brake applied, some bird song season unknown.",,19,http://bbcsfx.acropolis.org.uk/assets/07000045.wav
256,"A coach and four, horses bridled and put into shafts.",,58,http://bbcsfx.acropolis.org.uk/assets/07000039.wav
257,"A coach and four, start into constant run.",,315,http://bbcsfx.acropolis.org.uk/assets/07000043.wav
258,"A coach and four, start into constant run. (Interior)",,176,http://bbcsfx.acropolis.org.uk/assets/07000041.wav
259,"A coach and four, start into constant run. (Interior)",,98,http://bbcsfx.acropolis.org.uk/assets/07000040.wav
260,"A coach and four, start, constant run, stop.",,207,http://bbcsfx.acropolis.org.uk/assets/07000052.wav
261,"A coach and four, stop, door opened.",,19,http://bbcsfx.acropolis.org.uk/assets/07000042.wav
262,"A coach and four, stop.",,19,http://bbcsfx.acropolis.org.uk/assets/07000044.wav
263,"A coach and four, stopping.",,16,http://bbcsfx.acropolis.org.uk/assets/07000053.wav
264,A coffee percolator bubbling.,,126,http://bbcsfx.acropolis.org.uk/assets/07002078.wav
265,A corn sucker feeding corn from silo to lorry,,190,http://bbcsfx.acropolis.org.uk/assets/07002308.wav
266,"A country idyll, countryside atmosphere. (Specially created effect)",,20,http://bbcsfx.acropolis.org.uk/assets/07005152.wav
267,A crane moves in to position. (In a metal scrab yard),,150,http://bbcsfx.acropolis.org.uk/assets/07004194.wav
268,A cross-cut saw operating across grain of hard wood.,,84,http://bbcsfx.acropolis.org.uk/assets/07010188.wav
269,A cross-cut saw operating with switch on and off.,,99,http://bbcsfx.acropolis.org.uk/assets/07010154.wav
270,A cross-cut saw operating.,,64,http://bbcsfx.acropolis.org.uk/assets/07010163.wav
271,A deep-freezer motor hum.,,123,http://bbcsfx.acropolis.org.uk/assets/07002030.wav
272,"A dive bomber attack with pom pom guns, bombs and machine guns.",,201,http://bbcsfx.acropolis.org.uk/assets/07008057.wav
273,A door knocker as heard from indoors.,,43,http://bbcsfx.acropolis.org.uk/assets/07011082.wav
274,"A door knocker, various rhythms as heard from outside.",,25,http://bbcsfx.acropolis.org.uk/assets/07011081.wav
275,"A door knocker, various rhythms as heard from outside.",,22,http://bbcsfx.acropolis.org.uk/assets/07011080.wav
276,A door lock with key.,,26,http://bbcsfx.acropolis.org.uk/assets/07011079.wav
277,A dustbin lid falling and being replaced.,,15,http://bbcsfx.acropolis.org.uk/assets/07002092.wav
278,A fire hose playing on fire.,,180,http://bbcsfx.acropolis.org.uk/assets/07011150.wav
279,A flat-faced spokeshave on semi-hard wood.,,72,http://bbcsfx.acropolis.org.uk/assets/07010177.wav
280,A flit spray operated. (Fly spray),,35,http://bbcsfx.acropolis.org.uk/assets/07002105.wav
281,A game of bar billiards being played in a town public bar.,,371,http://bbcsfx.acropolis.org.uk/assets/07005191.wav
282,A game of bar billiards being played in a town saloon bar.,,369,http://bbcsfx.acropolis.org.uk/assets/07005192.wav
283,A game of blackjack being played in a club.,,198,http://bbcsfx.acropolis.org.uk/assets/07021007.wav
284,A game of cards being played in a small mixed social club.,,273,http://bbcsfx.acropolis.org.uk/assets/07021010.wav
285,A game of craps being played in a club.,,200,http://bbcsfx.acropolis.org.uk/assets/07021008.wav
286,A game of darts being played in a country pub.,,367,http://bbcsfx.acropolis.org.uk/assets/07005189.wav
287,A game of darts being played in a town pub.,,367,http://bbcsfx.acropolis.org.uk/assets/07005190.wav
288,A game of dominoes being played in a country pub.,,369,http://bbcsfx.acropolis.org.uk/assets/07005187.wav
289,A game of dominoes being played in a town pub.,,370,http://bbcsfx.acropolis.org.uk/assets/07005188.wav
290,"A game of roulette being played in a casino with French croupier, some English voices.",,380,http://bbcsfx.acropolis.org.uk/assets/07021011.wav
291,A game of roulette being played in a club with English female croupier.,,179,http://bbcsfx.acropolis.org.uk/assets/07021006.wav
292,"A game of roulette being played in a club, quiet atmosphere, English male croupier.",,175,http://bbcsfx.acropolis.org.uk/assets/07021005.wav
293,A game of skittles being played in a pub.,,369,http://bbcsfx.acropolis.org.uk/assets/07005193.wav
294,A game of skittles being played in a suburban pub.,,370,http://bbcsfx.acropolis.org.uk/assets/07005194.wav
295,A gas fire lit. (Ignites twice),,10,http://bbcsfx.acropolis.org.uk/assets/07002059.wav
296,"A gas grill lit, burns.",,60,http://bbcsfx.acropolis.org.uk/assets/07002060.wav
297,"A gas meter, one two-shilling piece inserted.",,11,http://bbcsfx.acropolis.org.uk/assets/07002098.wav
298,"A gas meter, two one-shilling pieces inserted.",,25,http://bbcsfx.acropolis.org.uk/assets/07002095.wav
299,A gas poker lit and burns.,,77,http://bbcsfx.acropolis.org.uk/assets/07002058.wav
300,A gas stove burner roar. (Natural gas),,61,http://bbcsfx.acropolis.org.uk/assets/07002072.wav
301,"A gas water boiler lit, burns.",,50,http://bbcsfx.acropolis.org.uk/assets/07002061.wav
302,"A German Zeppelin airship in constant flight, recorded in air. (World War II Airship)",,393,http://bbcsfx.acropolis.org.uk/assets/07008001.wav
303,A gold furnace.,,64,http://bbcsfx.acropolis.org.uk/assets/07011133.wav
304,A gong roll and cymbal clash.,,18,http://bbcsfx.acropolis.org.uk/assets/07011239.wav
305,A gong roll and cymbal clash.,,16,http://bbcsfx.acropolis.org.uk/assets/07011238.wav
306,A gong roll and cymbal clash.,,21,http://bbcsfx.acropolis.org.uk/assets/07011237.wav
307,"A hand brake operated, slow, fast, faster. (With three second pauses)",,14,http://bbcsfx.acropolis.org.uk/assets/07011277.wav
308,A hand operated food mixer.,,96,http://bbcsfx.acropolis.org.uk/assets/07002087.wav
309,A heater blower operating.,,41,http://bbcsfx.acropolis.org.uk/assets/07011284.wav
310,A heavy cupboard door with ball catch.,,7,http://bbcsfx.acropolis.org.uk/assets/07011064.wav
311,A heavy kitchen drawer opened and closed.,,7,http://bbcsfx.acropolis.org.uk/assets/07011069.wav
312,"A heavy object dragged through ice and snow (2J1, reprocessed)",,26,http://bbcsfx.acropolis.org.uk/assets/07046149.wav
313,A heavy sliding door.,,6,http://bbcsfx.acropolis.org.uk/assets/07011063.wav
314,"A hooter operating, yard shuts down and ends with sliding doors.",,114,http://bbcsfx.acropolis.org.uk/assets/07010203.wav
315,"A horsedrawn sleigh, start, constant run, stop.",,95,http://bbcsfx.acropolis.org.uk/assets/07000055.wav
316,"A horsedrawn sleigh, start, constant run, stop.",,47,http://bbcsfx.acropolis.org.uk/assets/07000054.wav
317,A hot crucible lifted with block and tackle.,,32,http://bbcsfx.acropolis.org.uk/assets/07011134.wav
318,A jack plane operating on hard wood.,,48,http://bbcsfx.acropolis.org.uk/assets/07010182.wav
319,A jack plane operating on soft wood.,,53,http://bbcsfx.acropolis.org.uk/assets/07010181.wav
320,"A jack plane operating, knocking apart, sharpening, reassembling and setting.",,99,http://bbcsfx.acropolis.org.uk/assets/07010180.wav
321,A kettle boiling.,,122,http://bbcsfx.acropolis.org.uk/assets/07002076.wav
322,A kettle filled with water.,,29,http://bbcsfx.acropolis.org.uk/assets/07002064.wav
323,A keyhole cutter operating.,,54,http://bbcsfx.acropolis.org.uk/assets/07010164.wav
324,A kitten purring.,,65,http://bbcsfx.acropolis.org.uk/assets/07011195.wav
325,A kitten.,,53,http://bbcsfx.acropolis.org.uk/assets/07011194.wav
326,A knitting machine being operated.,,63,http://bbcsfx.acropolis.org.uk/assets/07002100.wav
327,"A large bandsaw operating, starts, cuts, switches off. (In an open-air timber yard, machine slows down at 4'10"")",,400,http://bbcsfx.acropolis.org.uk/assets/07010195.wav
328,A large Circular saw cutting 12-foot planks.,,168,http://bbcsfx.acropolis.org.uk/assets/07010204.wav
329,A large curtain on metal runners.,,17,http://bbcsfx.acropolis.org.uk/assets/07011115.wav
330,A large sliding bolt drawn open several times.,,42,http://bbcsfx.acropolis.org.uk/assets/07011073.wav
331,A large sliding bolt drawn shut several times.,,47,http://bbcsfx.acropolis.org.uk/assets/07011074.wav
332,A large swing door.,,9,http://bbcsfx.acropolis.org.uk/assets/07011099.wav
333,A large wooden door closed with echo.,,6,http://bbcsfx.acropolis.org.uk/assets/07011028.wav
334,A large wooden door opened and closed with echo.,,12,http://bbcsfx.acropolis.org.uk/assets/07011029.wav
335,A latched church door opened and closed.,,7,http://bbcsfx.acropolis.org.uk/assets/07011036.wav
336,A latched stable door opened.,,8,http://bbcsfx.acropolis.org.uk/assets/07011034.wav
337,A latched stable door opened.,,6,http://bbcsfx.acropolis.org.uk/assets/07011031.wav
338,A light cupboard door with ball catch.,,6,http://bbcsfx.acropolis.org.uk/assets/07011065.wav
339,A light kitchen drawer opened and closed.,,9,http://bbcsfx.acropolis.org.uk/assets/07011070.wav
340,"A lorry arrives, tips, departs. (In a metal scrap yard)",,94,http://bbcsfx.acropolis.org.uk/assets/07004193.wav
341,A match struck three times.,,27,http://bbcsfx.acropolis.org.uk/assets/07002104.wav
342,A medium spanner dropped. (Car accessory),,9,http://bbcsfx.acropolis.org.uk/assets/07011291.wav
343,"A Messerschmitt 110, land and taxi away. (World War II German Aircraft)",,80,http://bbcsfx.acropolis.org.uk/assets/07008053.wav
344,"A Messerschmitt 110, taxi and take off. (World War II German Aircraft)",,74,http://bbcsfx.acropolis.org.uk/assets/07008052.wav
345,A metal cabinet opened and closed.,,7,http://bbcsfx.acropolis.org.uk/assets/07011067.wav
346,A metal venetian blind opened and closed twice.,,22,http://bbcsfx.acropolis.org.uk/assets/07011120.wav
347,"A moulding machine Starts, works, slows down at 2m50s, switches off.(In an open air timber yard)",,195,http://bbcsfx.acropolis.org.uk/assets/07010196.wav
348,"A new-born baby girl, slight ward atmosphere.",,179,http://bbcsfx.acropolis.org.uk/assets/07011219.wav
349,A new-born baby girl.,,251,http://bbcsfx.acropolis.org.uk/assets/07011217.wav
350,A pair of pliers dropped. (Car accessory),,8,http://bbcsfx.acropolis.org.uk/assets/07011290.wav
351,A planing machine operating.,,175,http://bbcsfx.acropolis.org.uk/assets/07010193.wav
352,"A planing machine, starts, works, slows down at 2'45"", switches off. (In an open air timber yard)",,199,http://bbcsfx.acropolis.org.uk/assets/07010197.wav
353,A pop-up electric toaster. (Operated three times),,13,http://bbcsfx.acropolis.org.uk/assets/07002073.wav
354,A portable 5-inch circular saw cutting against the grain.,,94,http://bbcsfx.acropolis.org.uk/assets/07010200.wav
355,A portable 5-inch circular saw cutting with grain.,,156,http://bbcsfx.acropolis.org.uk/assets/07010198.wav
356,"A potato riddling machine switched on, runs, switched off.",,209,http://bbcsfx.acropolis.org.uk/assets/07002313.wav
357,"A potato riddling machine, constant run.",,178,http://bbcsfx.acropolis.org.uk/assets/07002316.wav
358,A ratchet screwdriver operating.,,65,http://bbcsfx.acropolis.org.uk/assets/07010170.wav
359,A refrigerator door closed.,,6,http://bbcsfx.acropolis.org.uk/assets/07011056.wav
360,A refrigerator door opened and closed.,,9,http://bbcsfx.acropolis.org.uk/assets/07011058.wav
361,A refrigerator door opened and closed.,,8,http://bbcsfx.acropolis.org.uk/assets/07011057.wav
362,A refrigerator door opened.,,7,http://bbcsfx.acropolis.org.uk/assets/07011055.wav
363,A refrigerator hum with switch on and off,,121,http://bbcsfx.acropolis.org.uk/assets/07002032.wav
364,A refrigerator hum with switch on and off,,121,http://bbcsfx.acropolis.org.uk/assets/07002029.wav
365,A refrigerator hum with switch on and off,,124,http://bbcsfx.acropolis.org.uk/assets/07002028.wav
366,A refrigerator hum with switch on and off.,,130,http://bbcsfx.acropolis.org.uk/assets/07002031.wav
367,A rip saw operating along grain of hard wood.,,58,http://bbcsfx.acropolis.org.uk/assets/07010187.wav
368,A rip saw operating with switch on and off.,,137,http://bbcsfx.acropolis.org.uk/assets/07010155.wav
369,A roll-top desk opened and closed.,,9,http://bbcsfx.acropolis.org.uk/assets/07011072.wav
370,"A roulette wheel spun several times. (Close perspective, no background)",,84,http://bbcsfx.acropolis.org.uk/assets/07021009.wav
371,A router operating with switch on and off.,,83,http://bbcsfx.acropolis.org.uk/assets/07010158.wav
372,A sawdust extractor starting up in a timber yard,,78,http://bbcsfx.acropolis.org.uk/assets/07010202.wav
373,A sharpening gouge.,,26,http://bbcsfx.acropolis.org.uk/assets/07010179.wav
374,A Siamese cat 'crying',,55,http://bbcsfx.acropolis.org.uk/assets/07011199.wav
375,A Siamese cat 'talking',,109,http://bbcsfx.acropolis.org.uk/assets/07011198.wav
376,A Siamese cat mewing.,,283,http://bbcsfx.acropolis.org.uk/assets/07011204.wav
377,A Siamese cat mewing.,,42,http://bbcsfx.acropolis.org.uk/assets/07011202.wav
378,A Siamese cat.,,83,http://bbcsfx.acropolis.org.uk/assets/07011205.wav
379,A singing beggar recorded in London street market.,,122,http://bbcsfx.acropolis.org.uk/assets/07001134.wav
380,A single jet 707B aircraft passing overhead.,,19,http://bbcsfx.acropolis.org.uk/assets/07000139.wav
381,A single jet 707B aircraft passing overhead.,,19,http://bbcsfx.acropolis.org.uk/assets/07000138.wav
382,"A single jet 707B aircraft, start, run up engines, switch off.",,68,http://bbcsfx.acropolis.org.uk/assets/07000137.wav
383,A sliding glass door.,,7,http://bbcsfx.acropolis.org.uk/assets/07011066.wav
384,A small bolt drawn open.,,11,http://bbcsfx.acropolis.org.uk/assets/07011075.wav
385,A small bolt drawn shut.,,12,http://bbcsfx.acropolis.org.uk/assets/07011076.wav
386,A small spanner dropped. (Car accessory),,8,http://bbcsfx.acropolis.org.uk/assets/07011289.wav
387,"A small swing door used normally, pause, violent entry.",,16,http://bbcsfx.acropolis.org.uk/assets/07011101.wav
388,"A soda water siphon operated, 1 long blast, 2 short blasts, 1 long blast, 3 short blasts.",,24,http://bbcsfx.acropolis.org.uk/assets/07002103.wav
389,A spindle mould cutter operating with switch on and off.,,91,http://bbcsfx.acropolis.org.uk/assets/07010157.wav
390,A stable door closed.,,6,http://bbcsfx.acropolis.org.uk/assets/07011035.wav
391,A stable door closed.,,6,http://bbcsfx.acropolis.org.uk/assets/07011033.wav
392,A stable door closed.,,6,http://bbcsfx.acropolis.org.uk/assets/07011032.wav
393,A steel plane on hard wood.,,42,http://bbcsfx.acropolis.org.uk/assets/07010185.wav
394,A steel plane on soft wood.,,53,http://bbcsfx.acropolis.org.uk/assets/07010186.wav
395,A strip lighting hum.,,121,http://bbcsfx.acropolis.org.uk/assets/07002027.wav
396,"A tap dripping, fast double drip.",,185,http://bbcsfx.acropolis.org.uk/assets/07002117.wav
397,A teapot filled with water.,,15,http://bbcsfx.acropolis.org.uk/assets/07002063.wav
398,A tenon saw operating.,,60,http://bbcsfx.acropolis.org.uk/assets/07010162.wav
399,A thicknesser plane operating with switch on and off.,,151,http://bbcsfx.acropolis.org.uk/assets/07010153.wav
400,A tom cat miaowing.,,126,http://bbcsfx.acropolis.org.uk/assets/07011196.wav
401,A tornado. (Spot effect.),,135,http://bbcsfx.acropolis.org.uk/assets/07047163.wav
402,"A tractor starts up, driving a circular saw, sawing ends, tractor switched off.",,344,http://bbcsfx.acropolis.org.uk/assets/07002324.wav
403,"A tractor-drawn straw baler approaches, bales and departs.",,212,http://bbcsfx.acropolis.org.uk/assets/07002305.wav
404,"A tractor-drawn straw baler approaches, bales and stops.",,146,http://bbcsfx.acropolis.org.uk/assets/07002303.wav
405,A tractor-drawn straw baler commences to bale and departs.,,183,http://bbcsfx.acropolis.org.uk/assets/07002304.wav
406,"A two-stroke band saw being used for felling tree, start, run, stop.",,167,http://bbcsfx.acropolis.org.uk/assets/07002291.wav
407,"A two-stroke band saw being used for felling tree, start, run, stop.",,101,http://bbcsfx.acropolis.org.uk/assets/07002290.wav
408,"A two-stroke band saw being used for felling tree, start, run, tree felled at 1'15""",,90,http://bbcsfx.acropolis.org.uk/assets/07002292.wav
409,A varying electric hum.,,81,http://bbcsfx.acropolis.org.uk/assets/07004187.wav
410,A varying electrical hum.,,136,http://bbcsfx.acropolis.org.uk/assets/07004188.wav
411,A wardrobe door opened and closed with squeak.,,12,http://bbcsfx.acropolis.org.uk/assets/07011068.wav
412,A whistling kettle.,,28,http://bbcsfx.acropolis.org.uk/assets/07002077.wav
413,A windscreen wiper operating.,,142,http://bbcsfx.acropolis.org.uk/assets/07011285.wav
414,"A winnowing machine starts, runs with no corn and stops.",,207,http://bbcsfx.acropolis.org.uk/assets/07002309.wav
