,word,pos,lemma
113756,Manufacture,NN,manufacture
113757,Holt,NP,Holt
113758,winding,VVG,wind
113759,frame,NN,frame
113760,c,SYM,c
113761,1940,CD,@card@
113762,operating,NN,operating
113763,Factory,NP,Factory
113764,Machines,NPS,Machines
113765,:,:,:
113766,Blanket,NN,blanket
113767,Manufacture,NN,manufacture
113768,Lee,NP,Lee
113769,and,CC,and
113770,Crabtree,NP,Crabtree
113771,leather,NN,leather
113772,whip,NN,whip
113773,type,NN,type
113774,weaving,VVG,weave
113775,frame,NN,frame
113776,c,SYM,c
113777,1920,CD,@card@
113778,operating,NN,operating
113779,Factory,NP,Factory
113780,Machines,NPS,Machines
113781,:,:,:
113782,Trouser,NN,trouser
113783,Manufacture,VV,manufacture
113784,Hoffman,NP,Hoffman
113785,pressers,NNS,pressers
113786,operating,VVG,operate
113787,Factory,NP,Factory
113788,Machines,NPS,Machines
113789,:,:,:
113790,Trouser,NN,trouser
113791,Manufacture,VV,manufacture
113792,Two,CD,two
113793,overlocking,JJ,overlocking
113794,machines,NNS,machine
113795,operating,VVG,operate
113796,Factory,NP,Factory
113797,Machines,NPS,Machines
113798,:,:,:
113799,Trouser,NN,trouser
113800,Manufacture,NN,manufacture
113801,Belt,NP,Belt
113802,loop,NN,loop
113803,maker,NN,maker
113804,operating,VVG,operate
113805,Factory,NP,Factory
113806,Machines,NPS,Machines
113807,:,:,:
113808,Trouser,NN,trouser
113809,Manufacture,NN,manufacture
113810,General,NP,General
113811,atmosphere,NN,atmosphere
113812,with,IN,with
113813,buttoner,NN,buttoner
113814,seam,NN,seam
113815,pressers,NNS,pressers
113816,and,CC,and
113817,finishers,NNS,finisher
113818,operating,VVG,operate
113819,Some,DT,some
113820,indistinct,JJ,indistinct
113821,speech,NN,speech
113822,Factory,NP,Factory
113823,Machines,NPS,Machines
113824,:,:,:
113825,Trouser,NN,trouser
113826,Manufacture,NN,manufacture
113827,Pfaff,NP,Pfaff
113828,automatic,JJ,automatic
113829,contour,NN,contour
113830,seamer,NN,seamer
113831,operating,VVG,operate
113832,Recorded,JJ,recorded
113833,1975,CD,@card@
113834,Factory,NP,Factory
113835,Machines,NPS,Machines
113836,:,:,:
113837,Trouser,NN,trouser
113838,Manufacture,NN,manufacture
113839,Reece,NP,Reece
113840,button-holer,NN,button-holer
113841,operating,VVG,operate
113842,c,NN,c
113843,1960,CD,@card@
113844,Factory,NP,Factory
113845,Machines,NPS,Machines
113846,:,:,:
113847,Trouser,NN,trouser
113848,Manufacture,NN,manufacture
113849,Sewing-shop,NP,Sewing-shop
113850,floor,NN,floor
113851,atmosphere,NN,atmosphere
113852,Some,DT,some
113853,indistinct,JJ,indistinct
113854,speech,NN,speech
113855,Fairgrounds,NNS,fairground
113856,:,:,:
113857,Air-rifle,JJ,Air-rifle
113858,range,NN,range
113859,atmosphere,NN,atmosphere
113860,Fairgrounds,NNS,fairground
113861,:,:,:
113862,Amusement,NN,amusement
113863,arcade,NN,arcade
113864,atmosphere,NN,atmosphere
113865,Fairgrounds,NNS,fairground
113866,:,:,:
113867,Amusement,NN,amusement
113868,arcade,NN,arcade
113869,atmosphere,NN,atmosphere
113870,Fairgrounds,NNS,fairground
113871,:,:,:
113872,Children,NNS,child
113873,s,NNS,s
113874,roundabout,JJ,roundabout
113875,atmosphere,NN,atmosphere
113876,Fairgrounds,NNS,fairground
113877,:,:,:
113878,General,JJ,general
113879,fairground,NN,fairground
113880,atmosphere,NN,atmosphere
113881,Fairgrounds,NNS,fairground
113882,:,:,:
113883,Ghost,NN,ghost
113884,train,NN,train
113885,ride,NN,ride
113886,Fairgrounds,NNS,fairground
113887,:,:,:
113888,Ghost,NN,ghost
113889,train,NN,train
113890,ride,NN,ride
113891,with,IN,with
113892,sirens,NNS,siren
113893,and,CC,and
113894,bells,NNS,bell
113895,Fairgrounds,NNS,fairground
113896,:,:,:
113897,Giant,JJ,giant
113898,powered,VVN,power
113899,swingboat,NN,swingboat
113900,Fairgrounds,NNS,fairground
113901,:,:,:
113902,Quiet,JJ,quiet
113903,safari,NN,safari
113904,park,NN,park
113905,fairground,NN,fairground
113906,atmosphere,NN,atmosphere
113907,Fairgrounds,NNS,fairground
113908,:,:,:
113909,Ride,VV,ride
113910,on,IN,on
113911,Cobra,NN,cobra
113912,rollercoaster,NN,rollercoaster
113913,Fairgrounds,NNS,fairground
113914,:,:,:
113915,Roundabouts,NNS,roundabout
113916,with,IN,with
113917,fairground,NN,fairground
113918,atmosphere,NN,atmosphere
113919,Atmosphere,NN,atmosphere
113920,in,IN,in
113921,an,DT,an
113922,amusement,NN,amusement
113923,arcade,NN,arcade
113924,-,NN,-
113925,1985,CD,@card@
113926,2N2,JJ,2N2
113927,reprocessed,VVN,reprocess
113928,Greece,NP,Greece
113929,:,:,:
113930,Amusement,NN,amusement
113931,arcade,NN,arcade
113932,atmosphere,NN,atmosphere
113933,with,IN,with
113934,machine,NN,machine
113935,noise,NN,noise
113936,clunks,NNS,clunk
113937,from,IN,from
113938,table,NN,table
113939,football,NN,football
113940,shouts,VVZ,shout
113941,Fairgrounds,NNS,fairground
113942,:,:,:
113943,Atmosphere,NN,atmosphere
113944,from,IN,from
113945,edge,NN,edge
113946,of,IN,of
113947,dodgem,NN,dodgem
113948,arena,NN,arena
113949,some,DT,some
113950,indistinct,JJ,indistinct
113951,music,NN,music
113952,Fairgrounds,NNS,fairground
113953,:,:,:
113954,Cobra,NN,cobra
113955,rollercoaster,NN,rollercoaster
113956,recorded,VVN,record
113957,from,IN,from
113958,side,NN,side
113959,of,IN,of
113960,track,NN,track
113961,Fairgrounds,NNS,fairground
113962,:,:,:
113963,Cobra,NN,cobra
113964,rollercoaster,NN,rollercoaster
113965,recorded,VVN,record
113966,underneath,IN,underneath
113967,track,NN,track
113968,Fairgrounds,NNS,fairground
113969,:,:,:
113970,Crowd,NN,crowd
113971,atmosphere,NN,atmosphere
113972,indistinct,JJ,indistinct
113973,band,NN,band
113974,in,IN,in
113975,background,NN,background
113976,Fairgrounds,NNS,fairground
113977,:,:,:
113978,Dodgem,NN,dodgem
113979,car,NN,car
113980,ride,NN,ride
113981,bell,NN,bell
113982,at,IN,at
113983,end,NN,end
113984,of,IN,of
113985,ride,NN,ride
113986,A,DT,a
113987,ghost,NN,ghost
113988,train,NN,train
113989,ride,NN,ride
113990,-,NN,-
113991,May,NP,May
113992,1985,CD,@card@
113993,rec,NN,rec
113994,West,NP,West
113995,Midlands,NP,Midlands
113996,Safari,NN,safari
113997,Park,NP,Park
113998,5F4,NP,5F4
113999,reprocessed,VVN,reprocess
114000,A,DT,a
114001,ghost,NN,ghost
114002,train,NN,train
114003,ride,NN,ride
114004,with,IN,with
114005,sirens,NNS,siren
114006,and,CC,and
114007,bells,NNS,bell
114008,-,NN,-
114009,Jan,NP,Jan
114010,1980,CD,@card@
114011,5F2,NN,5F2
114012,reprocessed,VVN,reprocess
114013,A,DT,a
114014,ride,NN,ride
114015,on,IN,on
114016,the,DT,the
114017,Cobra,NN,cobra
114018,rollercoaster,NN,rollercoaster
114019,-,NN,-
114020,May,NP,May
114021,1985,CD,@card@
114022,recorded,VVD,record
114023,West,NP,West
114024,Midlands,NP,Midlands
114025,Safari,NN,safari
114026,Park,NP,Park
114027,5F4,NP,5F4
114028,reprocessed,VVN,reprocess
114029,Atmosphere,NN,atmosphere
114030,from,IN,from
114031,edge,NN,edge
114032,of,IN,of
114033,dodgem,NN,dodgem
114034,area,NN,area
114035,with,IN,with
114036,some,DT,some
114037,indistinct,JJ,indistinct
114038,music,NN,music
114039,-,NN,-
114040,Jan,NP,Jan
114041,1980,CD,@card@
114042,5F2,NN,5F2
114043,reprocessed,VVN,reprocess
114044,Caterpillar,NP,Caterpillar
114045,-,NN,-
114046,machine,NN,machine
114047,operates,VVZ,operate
114048,screams,NNS,scream
114049,with,IN,with
114050,indistinct,JJ,indistinct
114051,PA,NN,pa
114052,-,NN,-
114053,July,NP,July
114054,1966,CD,@card@
114055,38C,NN,38C
114056,reprocessed,VVN,reprocess
114057,Cobra,NN,cobra
114058,rollercoaster,NN,rollercoaster
114059,-,NN,-
114060,from,IN,from
114061,side,NN,side
114062,of,IN,of
114063,track,NN,track
114064,-,NN,-
114065,May,NP,May
114066,1985,CD,@card@
114067,recorded,VVD,record
114068,West,NP,West
114069,Midlands,NP,Midlands
114070,Safari,NN,safari
114071,Park,NP,Park
114072,5F4,NP,5F4
114073,reprocessed,VVN,reprocess
114074,Cobra,NN,cobra
114075,rollercoaster,NN,rollercoaster
114076,-,NN,-
114077,from,IN,from
114078,underneath,IN,underneath
114079,track,NN,track
114080,-,NN,-
114081,May,NP,May
114082,1985,CD,@card@
114083,recorded,VVD,record
114084,West,NP,West
114085,Midlands,NP,Midlands
114086,Safari,NN,safari
114087,Park,NP,Park
114088,5F4,NP,5F4
114089,reprocessed,VVN,reprocess
114090,Giant,JJ,giant
114091,powered,VVN,power
114092,swingboat,NN,swingboat
114093,-,NN,-
114094,May,NP,May
114095,1985,CD,@card@
114096,rec,NN,rec
114097,West,NP,West
114098,Midlands,NP,Midlands
114099,Safari,NN,safari
114100,Park,NP,Park
114101,5F4,NP,5F4
114102,reprocessed,VVN,reprocess
114103,Ride,NN,ride
114104,in,IN,in
114105,a,DT,a
114106,dodgem,NN,dodgem
114107,car,NN,car
114108,with,IN,with
114109,bell,NN,bell
114110,at,IN,at
114111,end,NN,end
114112,of,IN,of
114113,ride,NN,ride
114114,-,NN,-
114115,Jan,NP,Jan
114116,1980,CD,@card@
114117,5F2,NN,5F2
114118,reprocessed,VVN,reprocess
114119,Atmosphere,NN,atmosphere
114120,in,IN,in
114121,air-rifle,JJ,air-rifle
114122,range,NN,range
114123,at,IN,at
114124,fairground,NN,fairground
114125,-,NN,-
114126,Jan,NP,Jan
114127,1980,CD,@card@
114128,5F2,NN,5F2
114129,reprocessed,VVN,reprocess
114130,Atmosphere,NN,atmosphere
114131,recorded,VVD,record
114132,near,IN,near
114133,rifle,NN,rifle
114134,range,NN,range
114135,and,CC,and
114136,darts,NN,darts
114137,with,IN,with
114138,indistinct,JJ,indistinct
114139,music,NN,music
114140,and,CC,and
114141,inaudible,JJ,inaudible
114142,PA,NN,pa
114143,announcements,NNS,announcement
114144,-,NN,-
114145,June,NP,June
114146,1989,CD,@card@
114147,digitally,RB,digitally
114148,mastered,VVN,master
114149,but,CC,but
114150,copied,VVN,copy
114151,to,TO,to
114152,analogue,NN,analogue
114153,for,IN,for
114154,dubbing,VVG,dub
114155,purposes,NNS,purpose
114156,Roundabouts,NNS,roundabout
114157,with,IN,with
114158,fairground,NN,fairground
114159,atmosphere,NN,atmosphere
114160,-,NN,-
114161,Nov,NP,Nov
114162,1980,CD,@card@
114163,rec,NN,rec
114164,Battersea,NP,Battersea
114165,Funfair,NN,funfair
114166,5F1,NN,5F1
114167,reprocessed,VVN,reprocess
114168,Fairgrounds,NNS,fairground
114169,:,:,:
114170,Slot,NN,slot
114171,machines,NNS,machine
114172,Electric,JJ,electric
114173,fan,NN,fan
114174,starts,VVZ,start
114175,runs,NNS,run
114176,and,CC,and
114177,stops,NNS,stop
114178,Hot,JJ,hot
114179,air,NN,air
114180,fan,NN,fan
114181,starts,VVZ,start
114182,&,CC,&
114183,runs,VVZ,run
114184,Exterior,NP,Exterior
114185,-,NN,-
114186,country-yard,NN,country-yard
114187,atmos,NNS,atmos
114188,chickens,NNS,chicken
114189,scratching,VVG,scratch
114190,around,IN,around
114191,birdsong,NN,birdsong
114192,distant,JJ,distant
114193,children,NNS,child
114194,playing,VVG,play
114195,distant,JJ,distant
114196,motor,NN,motor
114197,traffic,NN,traffic
114198,occasionally,RB,occasionally
114199,rec,NN,rec
114200,nr,NN,nr
114201,Bulgarian,JJ,Bulgarian
114202,border,NN,border
114203,Romania,NP,Romania
114204,Corn,NN,corn
114205,sucker,NN,sucker
114206,feeding,VVG,feed
114207,corn,NN,corn
114208,from,IN,from
114209,silo,NN,silo
114210,to,TO,to
114211,lorry,NN,lorry
114212,Goat,NN,goat
114213,House,NP,House
114214,interior,JJ,interior
114215,general,JJ,general
114216,atmosphere,NN,atmosphere
114217,with,IN,with
114218,milking,VVG,milk
114219,machine,NN,machine
114220,in,IN,in
114221,background,NN,background
114222,suction,NN,suction
114223,of,IN,of
114224,machine,NN,machine
114225,onto,IN,onto
114226,teats,NNS,teat
114227,at,IN,at
114228,0m17s,NNS,0m17s
114229,Goat,NN,goat
114230,interior,NN,interior
114231,milked,VVN,milk
114232,by,IN,by
114233,hand,NN,hand
114234,with,IN,with
114235,milking,VVG,milk
114236,machine,NN,machine
114237,humming,VVG,hum
114238,in,IN,in
114239,background,NN,background
114240,Goat,NN,goat
114241,interior,NN,interior
114242,milked,VVN,milk
114243,by,IN,by
114244,machine,NN,machine
114245,with,IN,with
114246,other,JJ,other
114247,goats,NNS,goat
114248,bleating,VVG,bleat
114249,occasionally,RB,occasionally
114250,Small,JJ,small
114251,Farm,NP,Farm
114252,Diary,NN,diary
114253,Unit,NN,unit
114254,interior,JJ,interior
114255,plastic,NN,plastic
114256,milk,NN,milk
114257,sachets,NNS,sachet
114258,filled,VVN,fill
114259,&,CC,&
114260,heat,VV,heat
114261,sealed,JJ,sealed
114262,Ends,NNS,end
114263,abruptly,RB,abruptly
114264,Grain,NP,Grain
114265,Blower,NP,Blower
114266,exterior,NN,exterior
114267,drawing,VVG,draw
114268,up,RP,up
114269,barley,NN,barley
114270,blowing,VVG,blow
114271,it,PP,it
114272,into,IN,into
114273,the,DT,the
114274,storage,NN,storage
114275,tanks,NNS,tank
114276,beginning,VVG,begin
114277,of,IN,of
114278,suction,NN,suction
114279,Driven,VVN,drive
114280,by,IN,by
114281,a,DT,a
114282,John,NP,John
114283,Deer,NP,Deer
114284,2650,CD,@card@
114285,tractor,NN,tractor
114286,Grain,NP,Grain
114287,Dryer,NP,Dryer
114288,interior,NN,interior
114289,on,IN,on
114290,floor,NN,floor
114291,generator,NN,generator
114292,&,CC,&
114293,fans,NNS,fan
114294,starts,VVP,starts
114295,runs,NNS,run
114296,through,IN,through
114297,cycle,NN,cycle
114298,&,CC,&
114299,stops,VVZ,stop
114300,Close,JJ,close
114301,perspective,NN,perspective
114302,recording,NN,recording
114303,Grain,NN,grain
114304,stacker,NN,stacker
114305,blowing,VVG,blow
114306,corn,NN,corn
114307,through,IN,through
114308,funnel,NN,funnel
114309,from,IN,from
114310,trailer,NN,trailer
114311,to,TO,to
114312,silo,NN,silo
114313,-heard,NN,-heard
114314,from,IN,from
114315,inside,JJ,inside
114316,silo,NN,silo
114317,Grain,NN,grain
114318,stacker,NN,stacker
114319,blowing,VVG,blow
114320,corn,NN,corn
114321,through,IN,through
114322,funnel,NN,funnel
114323,from,IN,from
114324,trailer,NN,trailer
114325,to,TO,to
114326,silo,NN,silo
114327,-heard,NN,-heard
114328,from,IN,from
114329,outside,JJ,outside
114330,silo,NN,silo
114331,Tractor,NN,tractor
114332,with,IN,with
114333,Hedgecutter,NP,Hedgecutter
114334,exterior,NN,exterior
114335,cutting,VVG,cut
114336,hedge,JJ,hedge
114337,round,NN,round
114338,field,NN,field
114339,Varying,VVG,vary
114340,perspective,NN,perspective
114341,Tractor,NN,tractor
114342,with,IN,with
114343,Hedgecutter,NP,Hedgecutter
114344,exterior,JJ,exterior
114345,hedge,NN,hedge
114346,being,VBG,be
114347,cut,VVN,cut
114348,Very,JJ,Very
114349,close,JJ,close
114350,perspective,NN,perspective
114351,of,IN,of
114352,hedge,NN,hedge
114353,being,VBG,be
114354,cut,VVN,cut
114355,near,IN,near
114356,microphonr,NN,microphonr
114357,with,IN,with
114358,some,DT,some
114359,image,NN,image
114360,shift,NN,shift
114361,Drum,VV,drum
114362,threshing,VVG,thresh
114363,machine,NN,machine
114364,starts,NNS,start
114365,runs,VVZ,run
114366,stops,NNS,stop
114367,-,NN,-
114368,recorded,VVN,record
114369,at,IN,at
114370,pitching,VVG,pitch
114371,side,NN,side
114372,Drum,VV,drum
114373,threshing,VVG,thresh
114374,machine,NN,machine
114375,starts,NNS,start
114376,runs,VVZ,run
114377,stops,NNS,stop
114378,-,NN,-
114379,recorded,VVN,record
114380,in,IN,in
114381,general,JJ,general
114382,position,NN,position
114383,Ford,NP,Ford
114384,7610,CD,@card@
114385,Tractor,NN,tractor
114386,with,IN,with
114387,trailer,NN,trailer
114388,exterior,JJ,exterior
114389,approach,NN,approach
114390,idle,JJ,idle
114391,departs,VVZ,depart
114392,Close,JJ,close
114393,perspective,NN,perspective
114394,recording,NN,recording
114395,Ford,NP,Ford
114396,7610,CD,@card@
114397,Tractor,NN,tractor
114398,with,IN,with
114399,trailer,NN,trailer
114400,exterior,NN,exterior
114401,approach,NN,approach
114402,idles,VVZ,idle
114403,&,CC,&
114404,door,NN,door
114405,slammed,VVD,slam
114406,twice,RB,twice
114407,Ford,NP,Ford
114408,7610,CD,@card@
114409,Tractor,NN,tractor
114410,with,IN,with
114411,trailer,NN,trailer
114412,exterior,JJ,exterior
114413,drive,NN,drive
114414,over,IN,over
114415,rough,JJ,rough
114416,track,NN,track
114417,with,IN,with
114418,approach,NN,approach
114419,pass,VVP,pass
114420,&,CC,&
114421,depart,VVP,depart
114422,Ford,NP,Ford
114423,7610,CD,@card@
114424,Tractor,NN,tractor
114425,exterior,JJ,exterior
114426,engine,NN,engine
114427,started,VVD,start
114428,runs,NNS,run
114429,switched,VVD,switch
114430,off,RP,off
114431,Ford,NP,Ford
114432,7610,CD,@card@
114433,Tractor,NN,tractor
114434,interior,JJ,interior
114435,continuous,JJ,continuous
114436,run,NN,run
114437,stop,NN,stop
114438,handbrake,NN,handbrake
114439,engaged,VVN,engage
114440,engine,NN,engine
114441,idles,VVZ,idle
114442,door,NN,door
114443,opened,VVD,open
114444,&,CC,&
114445,closed,VVD,close
114446,pulls,NNS,pull
114447,away,RB,away
114448,engine,NN,engine
114449,switched,VVN,switch
114450,off,RP,off
114451,Ford,NP,Ford
114452,7610,CD,@card@
114453,Tractor,NN,tractor
114454,interior,JJ,interior
114455,engine,NN,engine
114456,started,VVD,start
114457,idles,VVZ,idle
114458,pulls,NNS,pull
114459,away,RB,away
114460,Ford,NP,Ford
114461,7810,CD,@card@
114462,Tractor,NN,tractor
114463,exterior,JJ,exterior
114464,moving,VVG,move
114465,round,NN,round
114466,yard,NN,yard
114467,approaches,NNS,approach
114468,engine,NN,engine
114469,switched,VVD,switch
114470,off,RP,off
114471,Ford,NP,Ford
114472,7810,CD,@card@
114473,Tractor,NN,tractor
114474,interior,NN,interior
114475,working,VVG,work
114476,in,IN,in
114477,yard,NN,yard
114478,engine,NN,engine
114479,switched,VVD,switch
114480,off,RP,off
114481,at,IN,at
114482,end,NN,end
114483,Two,CD,two
114484,Ford,NP,Ford
114485,Tractors,NNS,tractor
114486,&,CC,&
114487,trailers,NNS,trailer
114488,exterior,JJ,exterior
114489,approach,NN,approach
114490,pass,VV,pass
114491,&,CC,&
114492,depart,VV,depart
114493,Two,CD,two
114494,Ford,NP,Ford
114495,Tractors,NNS,tractor
114496,exterior,NN,exterior
114497,working,VVG,work
114498,in,IN,in
114499,yard,NN,yard
114500,one,CD,one
114501,departs,VVZ,depart
114502,the,DT,the
114503,other,JJ,other
114504,switches,NNS,switch
114505,engine,NN,engine
114506,off,RP,off
114507,Winnowing,VVG,winnow
114508,machine,NN,machine
114509,-,NN,-
114510,starts,VVZ,start
114511,corn,NN,corn
114512,fed,VVN,feed
114513,in,IN,in
114514,corn,NN,corn
114515,separated,VVN,separate
114516,from,IN,from
114517,chaff,NN,chaff
114518,machine,NN,machine
114519,switched,VVD,switch
114520,off,RB,off
114521,recorded,VVN,record
114522,at,IN,at
114523,sieve,NN,sieve
114524,end,NN,end
114525,of,IN,of
114526,machine,NN,machine
114527,Winnowing,VVG,winnow
114528,machine,NN,machine
114529,-,NN,-
114530,starts,VVZ,start
114531,corn,NN,corn
114532,fed,VVN,feed
114533,in,IN,in
114534,corn,NN,corn
114535,separated,VVN,separate
114536,from,IN,from
114537,chaff,NN,chaff
114538,machine,NN,machine
114539,switched,VVD,switch
114540,off,RP,off
114541,Winnowing,VVG,winnow
114542,machine,NN,machine
114543,-,NN,-
114544,starts,VVZ,start
114545,runs,NNS,run
114546,with,IN,with
114547,no,DT,no
114548,corn,NN,corn
114549,stops,VVZ,stop
114550,Fast,RB,fast
114551,Typing,VVG,type
114552,:,:,:
114553,Close,JJ,close
114554,office,NN,office
114555,acoustic,JJ,acoustic
114556,manual,JJ,manual
114557,typewriter,NN,typewriter
114558,Fast,RB,fast
114559,Typing,VVG,type
114560,:,:,:
114561,Close,JJ,close
114562,office,NN,office
114563,acoustic,JJ,acoustic
114564,two,CD,two
114565,manual,JJ,manual
114566,typewriters,NNS,typewriter
114567,Fast,RB,fast
114568,Typing,VVG,type
114569,:,:,:
114570,Mid-Distant,JJ,Mid-Distant
114571,office,NN,office
114572,acoustic,JJ,acoustic
114573,manual,JJ,manual
114574,typewriter,NN,typewriter
114575,Fast,RB,fast
114576,Typing,VVG,type
114577,:,:,:
114578,Mid-Distant,JJ,Mid-Distant
114579,office,NN,office
114580,acoustic,JJ,acoustic
114581,two,CD,two
114582,manual,JJ,manual
114583,typewriters,NNS,typewriter
114584,Fax,NN,Fax
114585,phone,NN,phone
114586,Samsung,NP,Samsung
114587,SF40,NP,SF40
114588,-,NN,-
114589,dial,NN,dial
114590,11,CD,@card@
114591,digit,NN,digit
114592,number,NN,number
114593,access,NN,access
114594,ring,NN,ring
114595,send,NN,send
114596,fax,NN,fax
114597,Fax,NN,Fax
114598,phone,NN,phone
114599,Samsung,NP,Samsung
114600,SF40,NP,SF40
114601,-,NN,-
114602,rings,NNS,ring
114603,detects,VVZ,detect
114604,fax,NN,fax
114605,&,CC,&
114606,receives,VVZ,receive
114607,it,PP,it
114608,One,CD,one
114609,horse,NN,horse
114610,galloping,VVG,gallop
114611,through,IN,through
114612,stubble,NN,stubble
114613,field,NN,field
114614,right,NN,right
114615,to,TO,to
114616,left,NN,left
114617,Coming,VVG,come
114618,in,IN,in
114619,to,TO,to
114620,land,VV,land
114621,reprocessed,VVN,reprocess
114622,Defiant,JJ,defiant
114623,Turret,NN,turret
114624,Fighter,NN,fighter
114625,GB,NN,GB
114626,revving,VVG,rev
114627,engine,NN,engine
114628,reprocessed,VVN,reprocess
114629,Dives,NNS,dive
114630,reprocessed,VVN,reprocess
114631,Diving,VVG,dive
114632,reprocessed,VVN,reprocess
114633,Diving,VVG,dive
114634,reprocessed,VVN,reprocess
114635,Diving,VVG,dive
114636,reprocessed,VVN,reprocess
114637,Diving,VVG,dive
114638,reprocessed,VVN,reprocess
114639,Diving,VVG,dive
114640,from,IN,from
114641,ship,NN,ship
114642,reprocessed,VVN,reprocess
114643,Hellcat,NN,hellcat
114644,Carrier,NP,Carrier
114645,Fighter,NN,fighter
114646,Fleet,NP,Fleet
114647,Air,NP,Air
114648,Arm,NN,arm
114649,USA,NP,USA
114650,lands,VVZ,land
114651,on,RB,on
114652,ship,VV,ship
114653,occasional,JJ,occasional
114654,voices,NNS,voice
114655,reprocessed,VVN,reprocess
114656,Hurricane,NP,Hurricane
114657,Fighter,NN,fighter
114658,GB,NN,GB
114659,diving,NN,diving
114660,reprocessed,VVN,reprocess
114661,In,IN,in
114662,flight,NN,flight
114663,passing,VVG,pass
114664,overhead,NN,overhead
114665,In,IN,in
114666,flight,NN,flight
114667,passing,VVG,pass
114668,overhead,RB,overhead
114669,reprocessed,VVN,reprocess
114670,In,IN,in
114671,flight,NN,flight
114672,overhead,IN,overhead
114673,1944,CD,@card@
114674,reprocessed,VVN,reprocess
114675,In,IN,in
114676,flight,NN,flight
114677,overhead,IN,overhead
114678,1944,CD,@card@
114679,reprocessed,VVN,reprocess
114680,In,IN,in
114681,flight,NN,flight
114682,circles,NNS,circle
114683,aerodrome,NN,aerodrome
114684,twice,RB,twice
114685,lands,VVZ,land
114686,1944,CD,@card@
114687,reprocessed,VVN,reprocess
114688,Lands,NNS,land
114689,on,IN,on
114690,ship,NN,ship
114691,and,CC,and
114692,taxis,NNS,taxi
114693,forward,RB,forward
114694,occasional,JJ,occasional
114695,voices,NNS,voice
114696,reprocessed,VVN,reprocess
114697,Lands,NNS,land
114698,on,IN,on
114699,ship,NN,ship
114700,and,CC,and
114701,ticks,VVZ,tick
114702,over,IN,over
114703,-,JJ,-
114704,occasional,JJ,occasional
114705,voices,NNS,voice
114706,reprocessed,VVN,reprocess
114707,Start,VV,start
114708,up,RP,up
114709,engine,NN,engine
114710,tick,NN,tick
114711,over,IN,over
114712,shut,VVN,shut
114713,off,IN,off
114714,1944,CD,@card@
114715,reprocessed,VVN,reprocess
114716,Starting,VVG,start
114717,up,RP,up
114718,Take,VV,take
114719,off,RB,off
114720,reprocessed,VVN,reprocess
114721,Take,VV,take
114722,off,RB,off
114723,1944,CD,@card@
114724,reprocessed,VVN,reprocess
114725,Takes,VVZ,take
114726,off,RP,off
114727,from,IN,from
114728,ship,NN,ship
114729,reprocessed,VVN,reprocess
114730,Takes,VVZ,take
114731,off,RP,off
114732,from,IN,from
114733,ship,NN,ship
114734,reprocessed,VVN,reprocess
114735,Takes,VVZ,take
114736,off,RP,off
114737,from,IN,from
114738,ship,NN,ship
114739,reprocessed,VVN,reprocess
114740,Taxi,NN,taxi
114741,to,TO,to
114742,runway,NN,runway
114743,and,CC,and
114744,take,VV,take
114745,off,RP,off
114746,1944,CD,@card@
114747,reprocessed,VVN,reprocess
114748,Taxi-ing,VVG,Taxi-ing
114749,reprocessed,VVN,reprocess
114750,Taxi-ing,NP,Taxi-ing
114751,and,CC,and
114752,tick,VV,tick
114753,over,IN,over
114754,reprocessed,VVN,reprocess
114755,Tempest,NP,Tempest
114756,Single,NP,Single
114757,Engined,NP,Engined
114758,Fighter,NN,fighter
114759,GB,NN,GB
114760,start,NN,start
114761,up,IN,up
114762,engine,NN,engine
114763,tick,NN,tick
114764,over,IN,over
114765,rev,NN,rev
114766,up,RB,up
114767,shut,VVD,shut
114768,off,RP,off
114769,1944,CD,@card@
114770,reprocessed,VVN,reprocess
114771,Two,CD,two
114772,in,IN,in
114773,flight,NN,flight
114774,steep,NN,steep
114775,and,CC,and
114776,shallow,NN,shallow
114777,dives,VVZ,dive
114778,1944,CD,@card@
114779,reprocessed,VVN,reprocess
114780,Two,CD,two
114781,taxi,NN,taxi
114782,and,CC,and
114783,take,VV,take
114784,off,RP,off
114785,1944,CD,@card@
114786,reprocessed,VVN,reprocess
114787,Typhoon,NN,typhoon
114788,Fighter,NN,fighter
114789,GB,NN,GB
114790,taking,VVG,take
114791,off,RB,off
114792,reprocessed,VVN,reprocess
114793,Warming,NN,warming
114794,up,RB,up
114795,reprocessed,VVN,reprocess
114796,Warms,VVZ,warm
114797,up,RP,up
114798,and,CC,and
114799,takes,VVZ,take
114800,off,RP,off
114801,from,IN,from
114802,ship,NN,ship
114803,reprocessed,VVN,reprocess
114804,Wildcat,JJ,wildcat
114805,Carrier,NP,Carrier
114806,Fighter,NN,fighter
114807,Fleet,NP,Fleet
114808,Air,NP,Air
114809,Arm,NN,arm
114810,USA,NP,USA
114811,lands,NNS,land
114812,on,IN,on
114813,ship,NN,ship
114814,and,CC,and
114815,taxis,NNS,taxi
114816,forward,RB,forward
114817,reprocessed,VVN,reprocess
114818,Wildcat,NN,wildcat
114819,followed,VVD,follow
114820,by,IN,by
114821,Hellcat,NN,hellcat
114822,diving,NN,diving
114823,over,IN,over
114824,ship,NN,ship
114825,reprocessed,VVN,reprocess
114826,3,CD,@card@
114827,people,NNS,people
114828,brawling,VVG,brawl
114829,-,NN,-
114830,1968,CD,@card@
114831,170A,NP,170A
114832,reprocessed,VVN,reprocess
114833,36,CD,@card@
