,word,pos,lemma
114834,people,NNS,people
114835,brawling,VVG,brawl
114836,-,NN,-
114837,1968,CD,@card@
114838,170A,NP,170A
114839,reprocessed,VVN,reprocess
114840,4,CD,@card@
114841,stomach,NN,stomach
114842,punches,NNS,punch
114843,-,NN,-
114844,1968,CD,@card@
114845,170A,NP,170A
114846,reprocessed,VVN,reprocess
114847,6,CD,@card@
114848,people,NNS,people
114849,brawling,VVG,brawl
114850,-,NN,-
114851,1968,CD,@card@
114852,170A,NP,170A
114853,reprocessed,VVN,reprocess
114854,Cod,NP,Cod
114855,indoor,JJ,indoor
114856,fight,NN,fight
114857,-,NN,-
114858,1967,CD,@card@
114859,7C,NP,7C
114860,reprocessed,VVN,reprocess
114861,Punches,NNS,Punch
114862,3,CD,@card@
114863,backhanders,NNS,backhander
114864,-,JJ,-
114865,1968,CD,@card@
114866,170A,NP,170A
114867,reprocessed,VVN,reprocess
114868,Saloon,NN,saloon
114869,bar,NN,bar
114870,brawl,NN,brawl
114871,-,NN,-
114872,1967,CD,@card@
114873,7E,NNS,7E
114874,reprocessed,VVN,reprocess
114875,Scuffle,NN,scuffle
114876,with,IN,with
114877,twangs,NNS,twang
114878,-,NN,-
114879,1967,CD,@card@
114880,7E,NNS,7E
114881,reprocessed,VVN,reprocess
114882,Swordfight,NN,Swordfight
114883,with,IN,with
114884,shots,NNS,shot
114885,and,CC,and
114886,groans,NNS,groan
114887,-,NN,-
114888,1967,CD,@card@
114889,7E,NNS,7E
114890,reprocessed,VVN,reprocess
114891,Tum,JJ,tum
114892,punch,NN,punch
114893,-,NN,-
114894,1967,CD,@card@
114895,7A,NNS,7A
114896,reprocessed,VVN,reprocess
114897,Two,CD,two
114898,body,NN,body
114899,falls,NNS,fall
114900,-,NN,-
114901,1968,CD,@card@
114902,170A,NP,170A
114903,reprocessed,VVN,reprocess
114904,Beer,NN,beer
114905,garden,NN,garden
114906,Helsinki,NP,Helsinki
114907,Forum,NN,forum
114908,supermarket,NN,supermarket
114909,with,IN,with
114910,musicians,NNS,musician
114911,preparing,VVG,prepare
114912,to,TO,to
114913,play,VV,play
114914,Harbour,NP,Harbour
114915,fountain,NN,fountain
114916,Helsinki,NP,Helsinki
114917,Helsinki,NP,Helsinki
114918,Central,NP,Central
114919,Station,NP,Station
114920,-,NN,-
114921,PA,NN,pa
114922,announcement,NN,announcement
114923,near,IN,near
114924,beginning,NN,beginning
114925,Large,JJ,large
114926,reindeer,NN,reindeer
114927,herd,NN,herd
114928,Metro,NN,Metro
114929,station,NN,station
114930,platform,NN,platform
114931,-,NN,-
114932,train,NN,train
114933,arrives,VVZ,arrive
114934,Metro,NN,Metro
114935,station,NN,station
114936,platform,NN,platform
114937,-,NN,-
114938,train,NN,train
114939,departs,VVZ,depart
114940,Metro,NN,Metro
114941,train,NN,train
114942,journey,NN,journey
114943,for,IN,for
114944,1,CD,@card@
114945,stop,NN,stop
114946,Quayside,NN,quayside
114947,market,NN,market
114948,Helsinki,NP,Helsinki
114949,-,NN,-
114950,changing,VVG,change
114951,perspective,NN,perspective
114952,Small,JJ,small
114953,Lap,NP,Lap
114954,crowd,NN,crowd
114955,herding,NN,herding
114956,reindeer,NN,reindeer
114957,Traffic,NN,traffic
114958,by,IN,by
114959,Observatory,NN,observatory
114960,Park,NP,Park
114961,Helsinki,NP,Helsinki
114962,Tram,NP,Tram
114963,journey,NN,journey
114964,Helsinki,NP,Helsinki
114965,Fire,NP,Fire
114966,Engine,NP,Engine
114967,:,:,:
114968,Exterior,NP,Exterior
114969,approach,NN,approach
114970,and,CC,and
114971,stop,VV,stop
114972,with,IN,with
114973,bell,NN,bell
114974,Fire,NP,Fire
114975,Engine,NP,Engine
114976,:,:,:
114977,Exterior,NP,Exterior
114978,approach,NN,approach
114979,and,CC,and
114980,stop,VV,stop
114981,with,IN,with
114982,horn,NN,horn
114983,Fire,NP,Fire
114984,Engine,NP,Engine
114985,:,:,:
114986,Exterior,NP,Exterior
114987,depart,VVP,depart
114988,with,IN,with
114989,bell,NN,bell
114990,Fire,NP,Fire
114991,Engine,NP,Engine
114992,:,:,:
114993,Exterior,NP,Exterior
114994,depart,VVP,depart
114995,with,IN,with
114996,horn,NN,horn
114997,Fire,NP,Fire
114998,Engine,NP,Engine
114999,:,:,:
115000,Exterior,NP,Exterior
115001,leaves,VVZ,leave
115002,station,NN,station
115003,Fire,NP,Fire
115004,Engine,NP,Engine
115005,:,:,:
115006,Exterior,NP,Exterior
115007,pass,NN,pass
115008,with,IN,with
115009,bell,NN,bell
115010,Fire,NP,Fire
115011,Engine,NP,Engine
115012,:,:,:
115013,Exterior,NP,Exterior
115014,pass,NN,pass
115015,with,IN,with
115016,horn,NN,horn
115017,Fire,NP,Fire
115018,Engine,NP,Engine
115019,:,:,:
115020,Interior,JJ,interior
115021,start,NN,start
115022,run,VVN,run
115023,with,IN,with
115024,bell,NN,bell
115025,stop,NN,stop
115026,Fire,NP,Fire
115027,Engine,NP,Engine
115028,:,:,:
115029,Interior,JJ,interior
115030,start,NN,start
115031,run,VVN,run
115032,with,IN,with
115033,horn,NN,horn
115034,stop,NN,stop
115035,Water,NN,water
115036,hose,NN,hose
115037,&,CC,&
115038,fire,NN,fire
115039,Fire,NN,fire
115040,:,:,:
115041,Ambulence,NN,Ambulence
115042,in,IN,in
115043,traffic,NN,traffic
115044,approaching,VVG,approach
115045,Fire,NN,fire
115046,:,:,:
115047,Ambulence,NN,Ambulence
115048,in,IN,in
115049,traffic,NN,traffic
115050,departing,VVG,depart
115051,Fire,NN,fire
115052,:,:,:
115053,Atmosphere,NN,atmosphere
115054,at,IN,at
115055,the,DT,the
115056,scene,NN,scene
115057,of,IN,of
115058,a,DT,a
115059,fire,NN,fire
115060,Fire,NN,fire
115061,:,:,:
115062,Hoses,NNS,hose
115063,playing,VVG,play
115064,onto,IN,onto
115065,fire,NN,fire
115066,Fire,NN,fire
115067,:,:,:
115068,Roaring,VVG,roar
115069,wood,NN,wood
115070,fire,NN,fire
115071,Fire,NN,fire
115072,:,:,:
115073,Activity,NN,activity
115074,at,IN,at
115075,the,DT,the
115076,scene,NN,scene
115077,pumps,VVZ,pump
115078,Indistinct,JJ,indistinct
115079,radio,NN,radio
115080,telephone,NN,telephone
115081,in,IN,in
115082,background,NN,background
115083,Fire,NN,fire
115084,:,:,:
115085,Bonfire,NN,bonfire
115086,in,IN,in
115087,close,JJ,close
115088,perspective,NN,perspective
115089,Fire,NN,fire
115090,:,:,:
115091,General,JJ,general
115092,activity,NN,activity
115093,at,IN,at
115094,scene,NN,scene
115095,Close,JJ,close
115096,perspective,NN,perspective
115097,with,IN,with
115098,speech,NN,speech
115099,Brushing,VVG,brush
115100,out,RP,out
115101,open,JJ,open
115102,fireplace,NN,fireplace
115103,Chopping,VVG,chop
115104,firewood,NN,firewood
115105,Emptying,VVG,empty
115106,hod,NN,hod
115107,of,IN,of
115108,coal,NN,coal
115109,into,IN,into
115110,grate,NN,grate
115111,Filling,VVG,fill
115112,plastic,JJ,plastic
115113,coal,NN,coal
115114,hod,NN,hod
115115,Filling,VVG,fill
115116,plastic,JJ,plastic
115117,coal,NN,coal
115118,hod,NN,hod
115119,Laying,VVG,lay
115120,fire,NN,fire
115121,in,IN,in
115122,open,JJ,open
115123,fireplace,NN,fireplace
115124,Match,NN,match
115125,struck,VVD,strike
115126,-,JJ,-
115127,open,JJ,open
115128,fire,NN,fire
115129,lit,VVD,light
115130,crackle,NN,crackle
115131,of,IN,of
115132,flame,NN,flame
115133,Open,JJ,open
115134,coal,NN,coal
115135,fire,NN,fire
115136,shovelling,VVG,shovel
115137,coal,NN,coal
115138,into,IN,into
115139,metal,NN,metal
115140,hod,NN,hod
115141,Open,JJ,open
115142,coal,NN,coal
115143,fire,NN,fire
115144,shovelling,VVG,shovel
115145,coal,NN,coal
115146,into,IN,into
115147,rubber,NN,rubber
115148,hod,NN,hod
115149,Open,JJ,open
115150,fire,NN,fire
115151,burning,NN,burning
115152,Poking,VVG,poke
115153,open,JJ,open
115154,coal,NN,coal
115155,fire,NN,fire
115156,and,CC,and
115157,adding,VVG,add
115158,fire,NN,fire
115159,Raking,VVG,rake
115160,out,RP,out
115161,open,JJ,open
115162,fireplace,NN,fireplace
115163,Riddling,VVG,riddle
115164,a,DT,a
115165,boiler,NN,boiler
115166,fire,NN,fire
115167,Shovelling,VVG,shovel
115168,out,RP,out
115169,cinders,NNS,cinder
115170,in,IN,in
115171,open,JJ,open
115172,fireplace,NN,fireplace
115173,Fish,NN,fish
115174,Market,NN,market
115175,:,:,:
115176,Auctioning,VVG,auction
115177,fish,NN,fish
115178,Fish,NN,fish
115179,Market,NN,market
115180,:,:,:
115181,Automatic,JJ,automatic
115182,fish,NN,fish
115183,landing,NN,landing
115184,machinery,NN,machinery
115185,Fish,NN,fish
115186,Market,NN,market
115187,:,:,:
115188,General,JJ,general
115189,market,NN,market
115190,atmosphere,NN,atmosphere
115191,Greece,NP,Greece
115192,:,:,:
115193,Covered,VVN,cover
115194,fish,NN,fish
115195,market,NN,market
115196,fairly,RB,fairly
115197,echoey,JJ,echoey
115198,with,IN,with
115199,chat,NN,chat
115200,footsteps,NNS,footstep
115201,bangs,VVZ,bang
115202,&,CC,&
115203,crashes,VVZ,crash
115204,ice,NN,ice
115205,machine,NN,machine
115206,switched,VVN,switch
115207,on,IN,on
115208,twice,RB,twice
115209,Fishing,NN,fishing
115210,Industry,NN,industry
115211,:,:,:
115212,General,JJ,general
115213,factory,NN,factory
115214,atmosphere,NN,atmosphere
115215,Fishing,NN,fishing
115216,Industry,NN,industry
115217,:,:,:
115218,Actuality,NN,actuality
115219,Loading,NN,loading
115220,bulk,NN,bulk
115221,ice,NN,ice
115222,into,IN,into
115223,trawler,NN,trawler
115224,Fishing,NN,fishing
115225,Industry,NN,industry
115226,:,:,:
115227,Actuality,NN,actuality
115228,small,JJ,small
115229,fish,NN,fish
115230,processing,NN,processing
115231,factory,NN,factory
115232,filleting,VVG,fillet
115233,cod,NN,cod
115234,sharpening,VVG,sharpen
115235,and,CC,and
115236,washing,VVG,wash
115237,knives,NNS,knife
115238,Fishing,NN,fishing
115239,Industry,NN,industry
115240,:,:,:
115241,Actuality,NN,actuality
115242,Weighing,VVG,weigh
115243,and,CC,and
115244,boxing,VVG,box
115245,cod,NN,cod
115246,Tap,NN,tap
115247,turned,VVD,turn
115248,on,IN,on
115249,fizzy,JJ,fizzy
115250,liquid,JJ,liquid
115251,gurgles,NNS,gurgle
115252,out,IN,out
115253,-,NN,-
115254,1967,CD,@card@
115255,7B,NP,7B
115256,reprocessed,VVN,reprocess
115257,Foghorn,NN,foghorn
115258,:,:,:
115259,Specially,RB,specially
115260,created,VVN,create
115261,effect,NN,effect
115262,Foghorn,NN,foghorn
115263,:,:,:
115264,Compressed,VVN,compress
115265,air,NN,air
115266,siren,NN,siren
115267,with,IN,with
115268,double,JJ,double
115269,horn,NN,horn
115270,with,IN,with
115271,light,JJ,light
115272,seawash,NN,seawash
115273,and,CC,and
115274,terns,NNS,tern
115275,Ball,NP,Ball
115276,kicked,VVD,kick
115277,once,RB,once
115278,FA,NN,fa
115279,Cup,NP,Cup
115280,Final,NP,Final
115281,Wembley,NP,Wembley
115282,1966,CD,@card@
115283,general,JJ,general
115284,atmosphere,NN,atmosphere
115285,with,IN,with
115286,flat,JJ,flat
115287,background,NN,background
115288,use,NN,use
115289,at,IN,at
115290,low,JJ,low
115291,level,NN,level
115292,FA,NN,fa
115293,Cup,NP,Cup
115294,Final,NP,Final
115295,Wembley,NP,Wembley
115296,1966,CD,@card@
115297,general,JJ,general
115298,atmosphere,NN,atmosphere
115299,with,IN,with
115300,highlights,NNS,highlight
115301,Football,NN,football
115302,teenagers,NNS,teenager
115303,playing,VVG,play
115304,a,DT,a
115305,game,NN,game
115306,Turnstiles,NNS,turnstile
115307,during,IN,during
115308,busy,JJ,busy
115309,period,NN,period
115310,Turnstiles,NNS,turnstile
115311,during,IN,during
115312,quiet,JJ,quiet
115313,period,NN,period
115314,Feet,NNS,foot
115315,overhead,RB,overhead
115316,on,IN,on
115317,wood,NN,wood
115318,-,NN,-
115319,1968,CD,@card@
115320,7G,NNS,7G
115321,reprocessed,VVN,reprocess
115322,Group,NN,group
115323,in,IN,in
115324,foreground,NN,foreground
115325,running,VVG,run
115326,to,TO,to
115327,stop,VV,stop
115328,-,NN,-
115329,1968,CD,@card@
115330,7G,NNS,7G
115331,reprocessed,VVN,reprocess
115332,One,CD,one
115333,pair,NN,pair
115334,of,IN,of
115335,feet,NNS,foot
115336,approach,NN,approach
115337,and,CC,and
115338,explosion,NN,explosion
115339,-,NN,-
115340,1968,CD,@card@
115341,7G,NNS,7G
115342,reprocessed,VVN,reprocess
115343,One,CD,one
115344,pair,NN,pair
115345,of,IN,of
115346,feet,NNS,foot
115347,approach,VVP,approach
115348,and,CC,and
115349,stop,VVP,stop
115350,-,NN,-
115351,1968,CD,@card@
115352,7G,NNS,7G
115353,reprocessed,VVN,reprocess
115354,One,CD,one
115355,pair,NN,pair
115356,of,IN,of
115357,feet,NNS,foot
115358,approach,NN,approach
115359,to,TO,to
115360,door,NN,door
115361,door,NN,door
115362,open,JJ,open
115363,and,CC,and
115364,close,JJ,close
115365,feet,NNS,foot
115366,depart,VVP,depart
115367,-,NN,-
115368,1968,CD,@card@
115369,7G,NNS,7G
115370,reprocessed,VVN,reprocess
115371,One,CD,one
115372,pair,NN,pair
115373,of,IN,of
115374,feet,NNS,foot
115375,overhead,RB,overhead
115376,and,CC,and
115377,removing,VVG,remove
115378,boots,NNS,boot
115379,-,NN,-
115380,1968,CD,@card@
115381,7G,NNS,7G
115382,reprocessed,VVN,reprocess
115383,Run,VVN,run
115384,to,TO,to
115385,distance,VV,distance
115386,and,CC,and
115387,return,VV,return
115388,-,NN,-
115389,1968,CD,@card@
115390,7G,NNS,7G
115391,reprocessed,VVN,reprocess
115392,Run,VVN,run
115393,to,TO,to
115394,distance,VV,distance
115395,and,CC,and
115396,splash,VV,splash
115397,-,NN,-
115398,1968,CD,@card@
115399,7G,NNS,7G
115400,reprocessed,VVN,reprocess
115401,Squeaky,JJ,squeaky
115402,feet,NNS,foot
115403,door,NN,door
115404,open,VV,open
115405,and,CC,and
115406,close,VV,close
115407,with,IN,with
115408,squeak,NN,squeak
115409,-,NN,-
115410,1968,CD,@card@
115411,7G,NNS,7G
115412,reprocessed,VVN,reprocess
115413,Strolling,VVG,stroll
115414,through,IN,through
115415,ovens,NNS,oven
115416,oven,NN,oven
115417,door,NN,door
115418,open,JJ,open
115419,and,CC,and
115420,close,JJ,close
115421,-,NN,-
115422,1968,CD,@card@
115423,7G,NNS,7G
115424,reprocessed,VVN,reprocess
115425,Two,CD,two
115426,people,NNS,people
115427,run,VVN,run
115428,to,TO,to
115429,distance,VV,distance
115430,and,CC,and
115431,double,VV,double
115432,splash,NN,splash
115433,-,NN,-
115434,1968,CD,@card@
115435,7G,NNS,7G
115436,reprocessed,VVN,reprocess
115437,1,CD,@card@
115438,woman,NN,woman
115439,approaches,NNS,approach
115440,and,CC,and
115441,stops,NNS,stop
115442,reprocessed,VVN,reprocess
115443,1,CD,@card@
115444,woman,NN,woman
115445,departs,VVZ,depart
115446,reprocessed,VVN,reprocess
115447,1,CD,@card@
115448,woman,NN,woman
115449,starts,NNS,start
115450,and,CC,and
115451,stops,NNS,stop
115452,reprocessed,VVN,reprocess
115453,1,CD,@card@
115454,woman,NN,woman
115455,approaches,NNS,approach
115456,and,CC,and
115457,stops,NNS,stop
115458,reprocessed,VVN,reprocess
115459,1,CD,@card@
115460,woman,NN,woman
115461,departs,VVZ,depart
115462,reprocessed,VVN,reprocess
115463,1,CD,@card@
115464,woman,NN,woman
115465,starts,NNS,start
115466,and,CC,and
115467,stops,NNS,stop
115468,reprocessed,VVN,reprocess
115469,1,CD,@card@
115470,woman,NN,woman
115471,approaches,NNS,approach
115472,and,CC,and
115473,stops,NNS,stop
115474,reprocessed,VVN,reprocess
115475,1,CD,@card@
115476,woman,NN,woman
115477,departs,VVZ,depart
115478,reprocessed,VVN,reprocess
115479,1,CD,@card@
115480,woman,NN,woman
115481,starts,NNS,start
115482,and,CC,and
115483,stops,NNS,stop
115484,reprocessed,VVN,reprocess
115485,2,CD,@card@
115486,women,NNS,woman
115487,approach,NN,approach
115488,and,CC,and
115489,stop,VV,stop
115490,reprocessed,VVN,reprocess
115491,2,CD,@card@
115492,women,NNS,woman
115493,depart,VVP,depart
115494,reprocessed,VVN,reprocess
115495,2,CD,@card@
115496,women,NNS,woman
115497,start,VV,start
115498,and,CC,and
115499,stop,VV,stop
115500,reprocessed,VVN,reprocess
115501,1,CD,@card@
115502,woman,NN,woman
115503,approaches,NNS,approach
115504,and,CC,and
115505,stops,NNS,stop
115506,reprocessed,VVN,reprocess
115507,1,CD,@card@
115508,woman,NN,woman
115509,departs,VVZ,depart
115510,reprocessed,VVN,reprocess
115511,1,CD,@card@
115512,woman,NN,woman
115513,starts,NNS,start
115514,and,CC,and
115515,stops,NNS,stop
115516,reprocessed,VVN,reprocess
115517,2,CD,@card@
115518,women,NNS,woman
115519,approach,NN,approach
115520,and,CC,and
115521,stop,VV,stop
115522,reprocessed,VVN,reprocess
115523,2,CD,@card@
115524,women,NNS,woman
115525,depart,VVP,depart
115526,reprocessed,VVN,reprocess
115527,2,CD,@card@
115528,women,NNS,woman
115529,start,VV,start
115530,and,CC,and
115531,stop,VV,stop
115532,reprocessed,VVN,reprocess
115533,1,CD,@card@
115534,woman,NN,woman
115535,approaches,NNS,approach
115536,and,CC,and
115537,stops,NNS,stop
115538,reprocessed,VVN,reprocess
115539,1,CD,@card@
115540,woman,NN,woman
115541,departs,VVZ,depart
115542,reprocessed,VVN,reprocess
115543,1,CD,@card@
115544,woman,NN,woman
115545,starts,NNS,start
115546,and,CC,and
115547,stops,NNS,stop
115548,reprocessed,VVN,reprocess
115549,2,CD,@card@
115550,women,NNS,woman
115551,approach,NN,approach
115552,and,CC,and
115553,stop,VV,stop
115554,reprocessed,VVN,reprocess
115555,2,CD,@card@
115556,women,NNS,woman
115557,depart,VVP,depart
115558,reprocessed,VVN,reprocess
115559,2,CD,@card@
115560,women,NNS,woman
115561,start,VV,start
115562,and,CC,and
115563,stop,VV,stop
115564,reprocessed,VVN,reprocess
115565,1,CD,@card@
115566,woman,NN,woman
115567,approaches,NNS,approach
115568,and,CC,and
115569,stops,NNS,stop
115570,reprocessed,VVN,reprocess
115571,1,CD,@card@
115572,woman,NN,woman
115573,departs,VVZ,depart
115574,reprocessed,VVN,reprocess
115575,1,CD,@card@
115576,woman,NN,woman
115577,starts,NNS,start
115578,and,CC,and
115579,stops,NNS,stop
115580,reprocessed,VVN,reprocess
115581,2,CD,@card@
115582,women,NNS,woman
115583,approach,NN,approach
115584,and,CC,and
115585,stop,VV,stop
115586,reprocessed,VVN,reprocess
115587,2,CD,@card@
115588,women,NNS,woman
115589,depart,VVP,depart
115590,reprocessed,VVN,reprocess
115591,2,CD,@card@
115592,women,NNS,woman
115593,start,VV,start
115594,and,CC,and
115595,stop,VV,stop
115596,reprocessed,VVN,reprocess
115597,1,CD,@card@
115598,woman,NN,woman
115599,approaches,NNS,approach
115600,and,CC,and
115601,stops,NNS,stop
115602,reprocessed,VVN,reprocess
115603,1,CD,@card@
115604,woman,NN,woman
115605,departs,VVZ,depart
115606,reprocessed,VVN,reprocess
115607,1,CD,@card@
115608,woman,NN,woman
115609,starts,NNS,start
115610,and,CC,and
115611,stops,NNS,stop
115612,reprocessed,VVN,reprocess
115613,2,CD,@card@
115614,women,NNS,woman
115615,approach,NN,approach
115616,and,CC,and
115617,stop,VV,stop
115618,reprocessed,VVN,reprocess
115619,2,CD,@card@
115620,women,NNS,woman
115621,depart,VVP,depart
115622,reprocessed,VVN,reprocess
115623,2,CD,@card@
115624,women,NNS,woman
115625,start,VV,start
115626,and,CC,and
115627,stop,VV,stop
115628,reprocessed,VVN,reprocess
115629,1,CD,@card@
115630,woman,NN,woman
115631,approaches,NNS,approach
115632,and,CC,and
115633,stops,NNS,stop
115634,reprocessed,VVN,reprocess
115635,1,CD,@card@
115636,woman,NN,woman
115637,departs,VVZ,depart
115638,reprocessed,VVN,reprocess
115639,1,CD,@card@
115640,woman,NN,woman
115641,starts,NNS,start
115642,and,CC,and
115643,stops,NNS,stop
115644,reprocessed,VVN,reprocess
115645,2,CD,@card@
115646,women,NNS,woman
115647,approach,NN,approach
115648,and,CC,and
115649,stop,VV,stop
115650,reprocessed,VVN,reprocess
115651,2,CD,@card@
115652,women,NNS,woman
115653,depart,VVP,depart
115654,reprocessed,VVN,reprocess
115655,2,CD,@card@
115656,women,NNS,woman
115657,start,VV,start
115658,and,CC,and
115659,stop,VV,stop
115660,reprocessed,VVN,reprocess
115661,1,CD,@card@
115662,woman,NN,woman
115663,approaches,NNS,approach
115664,and,CC,and
115665,stops,NNS,stop
115666,reprocessed,VVN,reprocess
115667,1,CD,@card@
115668,woman,NN,woman
115669,departs,VVZ,depart
115670,reprocessed,VVN,reprocess
115671,1,CD,@card@
115672,woman,NN,woman
115673,starts,NNS,start
115674,and,CC,and
115675,stops,NNS,stop
115676,reprocessed,VVN,reprocess
115677,1,CD,@card@
115678,woman,NN,woman
115679,approaches,NNS,approach
115680,and,CC,and
115681,stops,NNS,stop
115682,reprocessed,VVN,reprocess
115683,1,CD,@card@
115684,woman,NN,woman
115685,departs,VVZ,depart
115686,reprocessed,VVN,reprocess
115687,1,CD,@card@
115688,woman,NN,woman
115689,starts,NNS,start
115690,and,CC,and
115691,stops,NNS,stop
115692,reprocessed,VVN,reprocess
115693,2,CD,@card@
115694,women,NNS,woman
115695,approach,NN,approach
115696,and,CC,and
115697,stop,NN,stop
115698,2,CD,@card@
115699,women,NNS,woman
115700,depart,VVP,depart
115701,reprocessed,VVN,reprocess
115702,2,CD,@card@
115703,women,NNS,woman
115704,start,VV,start
115705,and,CC,and
115706,stop,VV,stop
115707,reprocessed,VVN,reprocess
115708,1,CD,@card@
115709,woman,NN,woman
115710,approaches,NNS,approach
115711,and,CC,and
115712,stops,NNS,stop
115713,reprocessed,VVN,reprocess
115714,1,CD,@card@
115715,woman,NN,woman
115716,departs,VVZ,depart
115717,reprocessed,VVN,reprocess
115718,1,CD,@card@
115719,woman,NN,woman
115720,starts,NNS,start
115721,and,CC,and
115722,stops,NNS,stop
